n_neurons,Q,F,D,Psi,B,Phi,N,composite_score,gSig,rf,overlap_fraction,nb,decay_time,occupancy_frac,stride,K,nb_patch,runtime_s
168,0.6156392607120265,0.9682175330107144,0.0,0.05728299554874744,0.22349473056481475,0.29266657655437645,0.05116828657439943,1.763383260336436,3,25,0.5,4,0.1,0.1542820861566765,25,8,4,55.6
168,0.6157642373348279,0.9681138675737214,0.0,0.06261111488650353,0.2245477432659211,0.29926250664110493,0.05116828657439943,1.7510789923700079,3,25,0.5,4,0.1,0.15395628867961064,25,8,4,56.1
170,0.6162458673953284,0.9681507851553748,0.0,0.056798192997702966,0.22364606315033733,0.2934772376174664,0.05176193455858949,1.7644250250349884,3,25,0.5,4,0.1,0.1535536420049034,25,8,4,54.0
145,0.6378395197192176,0.968378730608631,0.0,0.06870683316866003,0.21491277892701097,0.31376615873693975,0.1156204660579924,1.8119386217069573,3,25,0.2,4,0.2,0.13232773323133507,10,7,4,45.6
165,0.6230424720425859,0.9683116764930608,0.0,0.05402046307768038,0.2239984281497835,0.2998496829602545,0.05027715329101026,1.7736658371109115,3,25,0.5,4,0.1,0.15069914266899165,25,8,4,53.5
164,0.6210312889588935,0.9683611567735858,0.0,0.05829846079788166,0.22347865044434598,0.299317427045088,0.049979932305020756,1.7660584877787404,3,25,0.5,4,0.1,0.15018139865883823,25,8,4,59.5
142,0.6399764721560603,0.968328448422585,0.0,0.06956215754744824,0.2148191299882899,0.31615453614716377,0.1133588744419358,1.8118345712669164,3,25,0.2,4,0.2,0.1334869440153571,10,7,4,44.1
166,0.6208466903108963,0.9684690539359861,0.0,0.05768042208469011,0.2223266166536551,0.30188992269906295,0.050574285962933396,1.7647159244286645,3,25,0.5,4,0.1,0.15386667489227318,25,8,4,55.8
168,0.6179559712479104,0.9682651202505135,0.0,0.06181662632870707,0.2232615457177239,0.29758977151552607,0.05116828657439943,1.7587240353304385,3,25,0.5,4,0.1,0.15127722171535604,25,8,4,54.4
144,0.6387494232345293,0.9683762058830726,0.0,0.06779789761693733,0.21491144899479273,0.3135470358825622,0.11486717035382074,1.814507979532146,3,25,0.2,4,0.2,0.1320560729235321,10,7,4,44.2
171,0.6158156042474989,0.9682782865933035,0.0,0.058330591873600866,0.2231610298541933,0.29414785613576955,0.05205862644624281,1.7618798453749556,3,25,0.5,4,0.1,0.15226897099944375,25,8,4,55.3
145,0.6385452972389001,0.9683761842292743,0.0,0.06871172104176504,0.2147256672914461,0.3134934111229201,0.1156204660579924,1.8137090459256626,3,25,0.2,4,0.2,0.13142398168269703,10,7,4,46.0
144,0.6390725844693582,0.9683771530266875,0.0,0.06780132184416038,0.21490858567565743,0.3137927463166939,0.11486717035382074,1.814907546143631,3,25,0.2,4,0.2,0.13115096677493587,10,7,4,46.2
145,0.6385291832951621,0.9683027920056088,0.0,0.0679247578573422,0.21462303623412873,0.3142480741671009,0.1156204660579924,1.8136870414834212,3,25,0.2,4,0.2,0.13078411740319526,10,7,4,46.2
145,0.6376336980764568,0.9683770939840323,0.0,0.06871087689243097,0.21491152677946831,0.31365953105775674,0.1156204660579924,1.8116285518260205,3,25,0.2,4,0.2,0.1307215720167037,10,7,4,44.3
145,0.6376072680653543,0.9683745333336325,0.0,0.06871135772180367,0.21491111788543749,0.31375147949594234,0.1156204660579924,1.8114809063328725,3,25,0.2,4,0.2,0.12983804311864186,10,7,4,44.1
144,0.6360282961475909,0.9682973930848439,0.0,0.07140686433514715,0.21483833474353803,0.3150203541613766,0.11486717035382074,1.8039411846886435,3,25,0.2,4,0.2,0.13066532617123372,10,7,4,45.1
146,0.6369868066167537,0.9683707779820544,0.0,0.06961124891497988,0.21472514339066318,0.3134240016039618,0.11637319473485855,1.810133166368718,3,25,0.2,4,0.2,0.1316970170097147,10,7,4,45.1
145,0.6372369337006167,0.9683277592914266,0.0,0.06792363875719659,0.21479765221069075,0.3128232400900775,0.1156204660579924,1.812466154769037,3,25,0.2,4,0.2,0.13157593981538612,10,7,4,43.9
143,0.6404584848354652,0.9682688172576049,0.0,0.07394659090443703,0.2148575022686045,0.31489061206884855,0.11411330676742104,1.8099764862046577,3,25,0.2,4,0.2,0.13130544484781892,10,7,4,44.0
149,0.6244765835428179,0.9685337885634528,0.0,0.05382856293989066,0.2129616990658665,0.3006968033976589,0.11862798712194766,1.81579473333958,3,25,0.2,4,0.2,0.13255480436128236,10,7,4,44.9
